Bandit,Reward,Algorithm
2,4.673412109050988,Epsilon Greedy
3,4.46292857634744,Epsilon Greedy
0,4.260006600193824,Epsilon Greedy
1,4.8954583964694836,Epsilon Greedy
2,4.382811834744693,Epsilon Greedy
3,4.60034873683383,Epsilon Greedy
0,4.911996067694783,Epsilon Greedy
1,4.390924598096153,Epsilon Greedy
2,4.871772068582909,Epsilon Greedy
3,4.533037168459395,Epsilon Greedy
0,4.145583723129868,Epsilon Greedy
1,4.757936311373862,Epsilon Greedy
2,4.008012187885576,Epsilon Greedy
3,4.532382541802058,Epsilon Greedy
0,4.129140403062504,Epsilon Greedy
1,4.020103683505196,Epsilon Greedy
2,4.193000092307686,Epsilon Greedy
3,4.326946018260877,Epsilon Greedy
0,4.250864653771971,Epsilon Greedy
1,4.946339001608386,Epsilon Greedy
2,4.144142679926005,Epsilon Greedy
3,4.812557465459025,Epsilon Greedy
0,4.743605613610734,Epsilon Greedy
1,4.3504919078925814,Epsilon Greedy
2,4.76437503651325,Epsilon Greedy
3,4.047070784239661,Epsilon Greedy
0,4.5422772347626506,Epsilon Greedy
1,4.949576671141925,Epsilon Greedy
2,4.26230320606288,Epsilon Greedy
3,4.3701211594314,Epsilon Greedy
0,4.5316274724866,Epsilon Greedy
1,4.174546228836206,Epsilon Greedy
2,4.443393933033338,Epsilon Greedy
3,4.39360967754319,Epsilon Greedy
0,4.638872429507966,Epsilon Greedy
1,4.390124095664205,Epsilon Greedy
2,4.921966835162705,Epsilon Greedy
3,4.319209970309328,Epsilon Greedy
0,4.548821181475098,Epsilon Greedy
1,4.105972531047066,Epsilon Greedy
2,4.9235655196721035,Epsilon Greedy
3,4.814865487455644,Epsilon Greedy
0,4.809713247719751,Epsilon Greedy
1,4.763927641054431,Epsilon Greedy
2,4.242884354286986,Epsilon Greedy
3,4.64821446828948,Epsilon Greedy
0,4.916891664004788,Epsilon Greedy
1,4.709136385531206,Epsilon Greedy
2,4.625028337267773,Epsilon Greedy
3,4.5527712475978515,Epsilon Greedy
0,4.210491574552753,Epsilon Greedy
1,4.417964370535809,Epsilon Greedy
2,4.314598574245324,Epsilon Greedy
3,4.812195629273943,Epsilon Greedy
0,4.223775598243292,Epsilon Greedy
1,4.653045551019431,Epsilon Greedy
2,4.762959380428513,Epsilon Greedy
3,4.393406994333767,Epsilon Greedy
0,4.857733642505684,Epsilon Greedy
1,4.93221527644467,Epsilon Greedy
2,4.641899238523187,Epsilon Greedy
3,4.170791148507397,Epsilon Greedy
0,4.424223080624599,Epsilon Greedy
1,4.4904427703778556,Epsilon Greedy
2,4.565421064147443,Epsilon Greedy
3,4.982883049338426,Epsilon Greedy
0,4.957390325507802,Epsilon Greedy
1,4.447045041223196,Epsilon Greedy
2,4.740593249032306,Epsilon Greedy
3,4.950273086144453,Epsilon Greedy
0,4.734452821343194,Epsilon Greedy
1,4.9232067286017624,Epsilon Greedy
2,4.605762880329072,Epsilon Greedy
3,4.464391611157754,Epsilon Greedy
0,4.879968028751719,Epsilon Greedy
1,4.690197405676998,Epsilon Greedy
2,4.801050140936744,Epsilon Greedy
3,4.212676260089318,Epsilon Greedy
0,4.257336670269371,Epsilon Greedy
1,4.887145668939619,Epsilon Greedy
2,4.533407332059612,Epsilon Greedy
3,4.189523604641765,Epsilon Greedy
0,4.57191929521089,Epsilon Greedy
1,4.15482826746319,Epsilon Greedy
2,4.039273087294536,Epsilon Greedy
3,4.201682938980687,Epsilon Greedy
0,4.321562163068867,Epsilon Greedy
1,4.120000703360276,Epsilon Greedy
2,4.1209381268745044,Epsilon Greedy
3,4.574312896607865,Epsilon Greedy
0,4.2854563557293055,Epsilon Greedy
1,4.412335282952568,Epsilon Greedy
2,4.400778323141477,Epsilon Greedy
3,4.762016501444112,Epsilon Greedy
0,4.381972204410809,Epsilon Greedy
1,4.857529543865683,Epsilon Greedy
2,4.515074088558318,Epsilon Greedy
3,4.161173620989226,Epsilon Greedy
0,4.391481927074328,Epsilon Greedy
1,4.855616251672577,Epsilon Greedy
2,4.0167367723915515,Epsilon Greedy
3,4.438121321713286,Epsilon Greedy
0,4.020966553894604,Epsilon Greedy
1,4.909553775129649,Epsilon Greedy
2,4.0537605542379245,Epsilon Greedy
3,4.423032246904945,Epsilon Greedy
0,4.771917868518202,Epsilon Greedy
1,4.870436798545602,Epsilon Greedy
2,4.202742798363523,Epsilon Greedy
3,4.385674347716543,Epsilon Greedy
0,4.20799061725644,Epsilon Greedy
1,4.964077024377321,Epsilon Greedy
2,4.536584379328861,Epsilon Greedy
3,4.66801460170778,Epsilon Greedy
0,4.298428725116951,Epsilon Greedy
1,4.345600647586542,Epsilon Greedy
2,4.3931158586188115,Epsilon Greedy
3,4.683575360023043,Epsilon Greedy
0,4.256037838411891,Epsilon Greedy
1,4.378232985224871,Epsilon Greedy
2,4.559886619031083,Epsilon Greedy
3,4.503124564763208,Epsilon Greedy
0,4.40945629512845,Epsilon Greedy
1,4.813634202334977,Epsilon Greedy
2,4.675414404873894,Epsilon Greedy
3,4.355921432921106,Epsilon Greedy
0,4.804665477608474,Epsilon Greedy
1,4.157035073711315,Epsilon Greedy
2,4.683381344076581,Epsilon Greedy
3,4.058936747885403,Epsilon Greedy
0,4.611180072273639,Epsilon Greedy
1,4.4274126143039485,Epsilon Greedy
2,4.385507826679635,Epsilon Greedy
3,4.905361120058706,Epsilon Greedy
0,4.217629691685651,Epsilon Greedy
1,4.621564188885788,Epsilon Greedy
2,4.116383786199551,Epsilon Greedy
3,4.157834070199295,Epsilon Greedy
0,4.599864006435283,Epsilon Greedy
1,4.615453960941946,Epsilon Greedy
2,4.574692197497725,Epsilon Greedy
3,4.921156614147765,Epsilon Greedy
0,4.965587856296171,Epsilon Greedy
1,4.410835048400942,Epsilon Greedy
2,4.625707973225684,Epsilon Greedy
3,4.057583492794723,Epsilon Greedy
0,4.3866086341102335,Epsilon Greedy
1,4.013506015933464,Epsilon Greedy
2,4.91422940932113,Epsilon Greedy
3,4.385025508310553,Epsilon Greedy
0,4.232880969029939,Epsilon Greedy
1,4.8521094448806315,Epsilon Greedy
2,4.555344426566749,Epsilon Greedy
3,4.626180220114103,Epsilon Greedy
0,4.594472861212269,Epsilon Greedy
1,4.54669161029091,Epsilon Greedy
2,4.355619285391233,Epsilon Greedy
3,4.638716495307804,Epsilon Greedy
0,4.318287662479689,Epsilon Greedy
1,4.368604177101808,Epsilon Greedy
2,4.033371972981622,Epsilon Greedy
3,4.224753026174654,Epsilon Greedy
0,4.922202156519156,Epsilon Greedy
1,4.751624541080319,Epsilon Greedy
2,4.672464959356145,Epsilon Greedy
3,4.917160723693194,Epsilon Greedy
0,4.5220353713331285,Epsilon Greedy
1,4.803969776280045,Epsilon Greedy
2,4.8917676233720995,Epsilon Greedy
3,4.695688367019372,Epsilon Greedy
0,4.16119042823437,Epsilon Greedy
1,4.908329413928876,Epsilon Greedy
2,4.729697993664987,Epsilon Greedy
3,4.7010916296204535,Epsilon Greedy
0,4.444989674083386,Epsilon Greedy
1,4.532281398445568,Epsilon Greedy
2,4.824990860683682,Epsilon Greedy
3,4.493181304415936,Epsilon Greedy
0,4.848839418882861,Epsilon Greedy
1,4.600098096155973,Epsilon Greedy
2,4.41867963568366,Epsilon Greedy
3,4.95008462563789,Epsilon Greedy
0,4.231341355690313,Epsilon Greedy
1,4.497468897254934,Epsilon Greedy
2,4.15673267097044,Epsilon Greedy
3,4.926803441501972,Epsilon Greedy
0,4.189354177877185,Epsilon Greedy
1,4.6852191498881615,Epsilon Greedy
2,4.078125409066819,Epsilon Greedy
3,4.388565904128381,Epsilon Greedy
0,4.231404859704912,Epsilon Greedy
1,4.998471966317506,Epsilon Greedy
2,4.189631616122117,Epsilon Greedy
3,4.030935120431372,Epsilon Greedy
0,4.80768173114048,Epsilon Greedy
1,4.717496793617408,Epsilon Greedy
2,4.350713559198009,Epsilon Greedy
3,4.306193976092835,Epsilon Greedy
0,4.975365462394259,Epsilon Greedy
1,4.720473294624273,Epsilon Greedy
2,4.3598047338686685,Epsilon Greedy
3,4.960115447080736,Epsilon Greedy
0,4.358146344086383,Epsilon Greedy
1,4.144755272159086,Epsilon Greedy
2,4.46013937953424,Epsilon Greedy
3,4.28619712654131,Epsilon Greedy
0,4.5218080014372,Epsilon Greedy
1,4.905378083827259,Epsilon Greedy
2,4.3817980645131485,Epsilon Greedy
3,4.225562576427035,Epsilon Greedy
0,4.9321998086427215,Epsilon Greedy
1,4.776757293149532,Epsilon Greedy
2,4.352252294007622,Epsilon Greedy
3,4.2937652505616,Epsilon Greedy
0,4.0641805193786,Epsilon Greedy
1,4.651433907536187,Epsilon Greedy
2,4.692103462791018,Epsilon Greedy
3,4.696072448979208,Epsilon Greedy
0,4.8215905780392845,Epsilon Greedy
1,4.542912634960808,Epsilon Greedy
2,4.312408006872113,Epsilon Greedy
3,4.963087187659848,Epsilon Greedy
0,4.3051186756003625,Epsilon Greedy
1,4.750220359756634,Epsilon Greedy
2,4.227389111097457,Epsilon Greedy
3,4.850432436772145,Epsilon Greedy
0,4.108280086444837,Epsilon Greedy
1,4.030191767760928,Epsilon Greedy
2,4.849189158743671,Epsilon Greedy
3,4.04579882960555,Epsilon Greedy
0,4.956580523764655,Epsilon Greedy
1,4.863625257089296,Epsilon Greedy
2,4.541443273413627,Epsilon Greedy
3,4.741870415148411,Epsilon Greedy
0,4.954315924217611,Epsilon Greedy
1,4.463170072232287,Epsilon Greedy
2,4.66651181072771,Epsilon Greedy
3,4.687836399389157,Epsilon Greedy
0,4.010269917000728,Epsilon Greedy
1,4.87885569557521,Epsilon Greedy
2,4.0235176888626745,Epsilon Greedy
3,4.497965731179379,Epsilon Greedy
0,4.412036657409388,Epsilon Greedy
1,4.911947427384132,Epsilon Greedy
2,4.34404328374487,Epsilon Greedy
3,4.018559986093646,Epsilon Greedy
0,4.948376821089831,Epsilon Greedy
1,4.77170650636883,Epsilon Greedy
2,4.004221565304235,Epsilon Greedy
3,4.312224463776698,Epsilon Greedy
0,4.883945000613097,Epsilon Greedy
1,4.5657389793119565,Epsilon Greedy
2,4.789029209655859,Epsilon Greedy
3,4.979584916346821,Epsilon Greedy
0,4.593135744834824,Epsilon Greedy
1,4.431779269778479,Epsilon Greedy
2,4.086804831829706,Epsilon Greedy
3,4.54985791781589,Epsilon Greedy
0,4.633824211364978,Epsilon Greedy
1,4.303066276988114,Epsilon Greedy
2,4.126437355882223,Epsilon Greedy
3,4.711918043283243,Epsilon Greedy
0,4.862727702067696,Epsilon Greedy
1,4.894378295914444,Epsilon Greedy
2,4.68064997865202,Epsilon Greedy
3,4.926932068172954,Epsilon Greedy
0,4.239194478254102,Epsilon Greedy
1,4.127819451698924,Epsilon Greedy
2,4.85607471839258,Epsilon Greedy
3,4.839231471661654,Epsilon Greedy
0,4.035628738975267,Epsilon Greedy
1,4.387268661186059,Epsilon Greedy
2,4.766499256438659,Epsilon Greedy
3,4.9329583566735336,Epsilon Greedy
0,4.7057771269486715,Epsilon Greedy
1,4.018768359946496,Epsilon Greedy
2,4.885729951842206,Epsilon Greedy
3,4.15755137393719,Epsilon Greedy
0,4.118124564415121,Epsilon Greedy
1,4.452774195800703,Epsilon Greedy
2,4.534129479409666,Epsilon Greedy
3,4.484410428259494,Epsilon Greedy
0,4.012281044802838,Epsilon Greedy
1,4.29057321691446,Epsilon Greedy
2,4.484397479067727,Epsilon Greedy
3,4.3868862781240825,Epsilon Greedy
0,4.399569188585892,Epsilon Greedy
1,4.730031672560836,Epsilon Greedy
2,4.502202482817694,Epsilon Greedy
3,4.628639100774032,Epsilon Greedy
0,4.313385609595651,Epsilon Greedy
1,4.3655412105860885,Epsilon Greedy
2,4.542078276515173,Epsilon Greedy
3,4.831137650581686,Epsilon Greedy
0,4.7535117985383275,Epsilon Greedy
1,4.423085484506255,Epsilon Greedy
2,4.351503243574802,Epsilon Greedy
3,4.885239336039993,Epsilon Greedy
0,4.413716986161766,Epsilon Greedy
1,4.3054413443658035,Epsilon Greedy
2,4.748526662578079,Epsilon Greedy
3,4.263361954938069,Epsilon Greedy
0,4.123942096100569,Epsilon Greedy
1,4.201863870280974,Epsilon Greedy
2,4.475289166180839,Epsilon Greedy
3,4.746564766200444,Epsilon Greedy
0,4.4875159686859245,Epsilon Greedy
1,4.438670546005565,Epsilon Greedy
2,4.189387485201779,Epsilon Greedy
3,4.4620149506348525,Epsilon Greedy
0,4.439634891172644,Epsilon Greedy
1,4.270312874633773,Epsilon Greedy
2,4.152057883864017,Epsilon Greedy
3,4.958283607968066,Epsilon Greedy
0,4.768648222493656,Epsilon Greedy
1,4.997434819088399,Epsilon Greedy
2,4.014594208220677,Epsilon Greedy
3,4.825536424570336,Epsilon Greedy
0,4.438695057435502,Epsilon Greedy
1,4.9602985754552416,Epsilon Greedy
2,4.524921221560851,Epsilon Greedy
3,4.791939570891172,Epsilon Greedy
0,4.869634936481404,Epsilon Greedy
1,4.192756368680218,Epsilon Greedy
2,4.814558804475694,Epsilon Greedy
3,4.000342058634965,Epsilon Greedy
0,4.403957518049002,Epsilon Greedy
1,4.441503052972401,Epsilon Greedy
2,4.146999753553765,Epsilon Greedy
3,4.8560516407455205,Epsilon Greedy
0,4.691538564453164,Epsilon Greedy
1,4.182638789244382,Epsilon Greedy
2,4.175556724239562,Epsilon Greedy
3,4.612830528707912,Epsilon Greedy
0,4.476676803005748,Epsilon Greedy
1,4.027077289969875,Epsilon Greedy
2,4.4380749576758705,Epsilon Greedy
3,4.330414758417895,Epsilon Greedy
0,4.33240401712054,Epsilon Greedy
1,4.4574279674356685,Epsilon Greedy
2,4.308810343267444,Epsilon Greedy
3,4.776229928758486,Epsilon Greedy
0,4.220289439484299,Epsilon Greedy
1,4.604438731409586,Epsilon Greedy
2,4.012953503675143,Epsilon Greedy
3,4.22805874823932,Epsilon Greedy
0,4.3824664977870444,Epsilon Greedy
1,4.7124479702648046,Epsilon Greedy
2,4.857089353029275,Epsilon Greedy
3,4.078897937669411,Epsilon Greedy
0,4.1115478473061495,Epsilon Greedy
1,4.881587283904694,Epsilon Greedy
2,4.017679449962893,Epsilon Greedy
3,4.644097341519109,Epsilon Greedy
0,4.99410769109655,Epsilon Greedy
1,4.799414463445915,Epsilon Greedy
2,4.359356183452665,Epsilon Greedy
3,4.612517798318352,Epsilon Greedy
0,4.734911966031906,Epsilon Greedy
1,4.062021178221019,Epsilon Greedy
2,4.345176015453427,Epsilon Greedy
3,4.604213601508224,Epsilon Greedy
0,4.02678760672309,Epsilon Greedy
1,4.817725335651226,Epsilon Greedy
2,4.446242230022872,Epsilon Greedy
3,4.4827085775643445,Epsilon Greedy
0,4.256694616317381,Epsilon Greedy
1,4.081403019515044,Epsilon Greedy
2,4.937904363018099,Epsilon Greedy
3,4.147982308909107,Epsilon Greedy
0,4.356495626430615,Epsilon Greedy
1,4.763591856462428,Epsilon Greedy
2,4.071316466068716,Epsilon Greedy
3,4.880526608769792,Epsilon Greedy
0,4.907447281821442,Epsilon Greedy
1,4.1314609103232085,Epsilon Greedy
2,4.08889647037107,Epsilon Greedy
3,4.273505831677018,Epsilon Greedy
0,4.305082197541113,Epsilon Greedy
1,4.9714648443351726,Epsilon Greedy
2,4.798641825117825,Epsilon Greedy
3,4.482658155246304,Epsilon Greedy
0,4.123526159048742,Epsilon Greedy
1,4.225364431127869,Epsilon Greedy
2,4.469762502841583,Epsilon Greedy
3,4.949388941849822,Epsilon Greedy
0,4.385004450584751,Epsilon Greedy
1,4.1935135293386505,Epsilon Greedy
2,4.2654622941484455,Epsilon Greedy
3,4.441800792097547,Epsilon Greedy
0,4.9804836004618025,Epsilon Greedy
1,4.036225356980066,Epsilon Greedy
2,4.876624940660479,Epsilon Greedy
3,4.940829908786688,Epsilon Greedy
0,4.682969671854565,Epsilon Greedy
1,4.427729513186581,Epsilon Greedy
2,4.412951293422044,Epsilon Greedy
3,4.607074893639846,Epsilon Greedy
0,4.29892841670472,Epsilon Greedy
1,4.0645764763511885,Epsilon Greedy
2,4.91823090557478,Epsilon Greedy
3,4.143707921962943,Epsilon Greedy
0,4.938722374154649,Epsilon Greedy
1,4.361025081850317,Epsilon Greedy
2,4.103704003258862,Epsilon Greedy
3,4.942023345252515,Epsilon Greedy
0,4.306544409054509,Epsilon Greedy
1,4.853976052072015,Epsilon Greedy
2,4.158299853585097,Epsilon Greedy
3,4.835409949430203,Epsilon Greedy
0,4.161887768702442,Epsilon Greedy
1,4.578445988620866,Epsilon Greedy
2,4.208653334779318,Epsilon Greedy
3,4.095732208086503,Epsilon Greedy
0,4.7915714950925565,Epsilon Greedy
1,4.554330103319974,Epsilon Greedy
2,4.167962910338939,Epsilon Greedy
3,4.696100563621585,Epsilon Greedy
0,4.644566626932526,Epsilon Greedy
1,4.561570007261724,Epsilon Greedy
2,4.71993837340359,Epsilon Greedy
3,4.8179976484390785,Epsilon Greedy
0,4.0587266712665855,Epsilon Greedy
1,4.855690581713172,Epsilon Greedy
2,4.615081988487832,Epsilon Greedy
3,4.635173028132371,Epsilon Greedy
0,4.824413833502877,Epsilon Greedy
1,4.7938578763724715,Epsilon Greedy
2,4.835117833242039,Epsilon Greedy
3,4.395217054934401,Epsilon Greedy
0,4.014289897211078,Epsilon Greedy
1,4.024712307039379,Epsilon Greedy
2,4.820600846595483,Epsilon Greedy
3,4.060015755487295,Epsilon Greedy
0,4.939621891705159,Epsilon Greedy
1,4.2721390713181995,Epsilon Greedy
2,4.881579956759435,Epsilon Greedy
3,4.666353505518824,Epsilon Greedy
0,4.891248700803315,Epsilon Greedy
1,4.230490304185724,Epsilon Greedy
2,4.043458924493384,Epsilon Greedy
3,4.297186556612493,Epsilon Greedy
0,4.812354209392099,Epsilon Greedy
1,4.276993108696608,Epsilon Greedy
2,4.104436747971488,Epsilon Greedy
3,4.884854679534103,Epsilon Greedy
0,4.219712639935973,Epsilon Greedy
1,4.222874137155708,Epsilon Greedy
2,4.638846093179381,Epsilon Greedy
3,4.803844929888535,Epsilon Greedy
0,4.151992333984697,Epsilon Greedy
1,4.504767421053093,Epsilon Greedy
2,4.7556585377823,Epsilon Greedy
3,4.749636060883647,Epsilon Greedy
0,4.8308751536578995,Epsilon Greedy
1,4.432724967293151,Epsilon Greedy
2,4.679945741273729,Epsilon Greedy
3,4.261596781118841,Epsilon Greedy
0,4.287732055323666,Epsilon Greedy
1,4.435933369575221,Epsilon Greedy
2,4.1141568386202465,Epsilon Greedy
3,4.308322798868847,Epsilon Greedy
0,4.551547578564201,Epsilon Greedy
1,4.174205312183865,Epsilon Greedy
2,4.87651464074617,Epsilon Greedy
3,4.512063404466756,Epsilon Greedy
0,4.594616796339633,Epsilon Greedy
1,4.318208767516503,Epsilon Greedy
2,4.263234938947936,Epsilon Greedy
3,4.2529720215797395,Epsilon Greedy
0,4.570542443825864,Epsilon Greedy
1,4.447265278854326,Epsilon Greedy
2,4.6035945590983385,Epsilon Greedy
3,4.666809193631224,Epsilon Greedy
0,4.743782239958634,Epsilon Greedy
1,4.052388529411735,Epsilon Greedy
2,4.531119982602764,Epsilon Greedy
3,4.468057133402596,Epsilon Greedy
0,4.08742012643692,Epsilon Greedy
1,4.969937086235147,Epsilon Greedy
2,4.2619320162920395,Epsilon Greedy
3,4.664950203100818,Epsilon Greedy
0,4.396996244190839,Epsilon Greedy
1,4.5943554350764755,Epsilon Greedy
2,4.03274957259937,Epsilon Greedy
3,4.639465379743002,Epsilon Greedy
0,4.379551107212665,Epsilon Greedy
1,4.70025291175992,Epsilon Greedy
2,4.608402533938689,Epsilon Greedy
3,4.823143983554818,Epsilon Greedy
0,4.474867333221021,Epsilon Greedy
1,4.269646447490698,Epsilon Greedy
2,4.504484503295802,Epsilon Greedy
3,4.665777497932893,Epsilon Greedy
0,4.576835105695412,Epsilon Greedy
1,4.49334902602053,Epsilon Greedy
2,4.60636577988847,Epsilon Greedy
3,4.960419831406158,Epsilon Greedy
0,4.292100661750275,Epsilon Greedy
1,4.397681719828377,Epsilon Greedy
2,4.913889186330364,Epsilon Greedy
3,4.495991050717127,Epsilon Greedy
0,4.765644479577446,Epsilon Greedy
1,4.588881961468822,Epsilon Greedy
2,4.255671687727636,Epsilon Greedy
3,4.2514122642388745,Epsilon Greedy
0,4.4815311311039085,Epsilon Greedy
1,4.811019551774543,Epsilon Greedy
2,4.791677016636085,Epsilon Greedy
3,4.6153487441839145,Epsilon Greedy
0,4.589152214848765,Epsilon Greedy
1,4.987626821712757,Epsilon Greedy
2,4.368598264675585,Epsilon Greedy
3,4.620083958621631,Epsilon Greedy
0,4.082907046101212,Epsilon Greedy
1,4.690330781981744,Epsilon Greedy
2,4.805677388615159,Epsilon Greedy
3,4.87089970917115,Epsilon Greedy
0,4.5034111104564865,Epsilon Greedy
1,4.0578564554587935,Epsilon Greedy
2,4.9532183366499085,Epsilon Greedy
3,4.3465530799565935,Epsilon Greedy
0,4.24196283351683,Epsilon Greedy
1,4.575720636418066,Epsilon Greedy
2,4.73625566151529,Epsilon Greedy
3,4.918789014461972,Epsilon Greedy
0,4.688027062096458,Epsilon Greedy
1,4.355445943444825,Epsilon Greedy
2,4.140529823965332,Epsilon Greedy
3,4.101651578149152,Epsilon Greedy
0,4.873288334708973,Epsilon Greedy
1,4.230783143916061,Epsilon Greedy
2,4.1610318991013555,Epsilon Greedy
3,4.053674703298443,Epsilon Greedy
0,4.665679752872333,Epsilon Greedy
1,4.876629320256378,Epsilon Greedy
2,4.452736647761309,Epsilon Greedy
3,4.536681618789326,Epsilon Greedy
0,4.9383696214944095,Epsilon Greedy
1,4.421652796948117,Epsilon Greedy
2,4.560707769479553,Epsilon Greedy
3,4.149957678639747,Epsilon Greedy
0,4.618515623347886,Epsilon Greedy
1,4.777961523705137,Epsilon Greedy
2,4.069580527585565,Epsilon Greedy
3,4.932496798028989,Epsilon Greedy
0,4.901541672306491,Epsilon Greedy
1,4.638643275126896,Epsilon Greedy
2,4.298383225676932,Epsilon Greedy
3,4.343095880813353,Epsilon Greedy
0,4.1159236664119,Epsilon Greedy
1,4.699902133308424,Epsilon Greedy
2,4.342703614397487,Epsilon Greedy
3,4.036445555657151,Epsilon Greedy
0,4.646507878170801,Epsilon Greedy
1,4.604506913352624,Epsilon Greedy
2,4.955221721173762,Epsilon Greedy
3,4.429123875251161,Epsilon Greedy
0,4.036762017172914,Epsilon Greedy
1,4.608017378670333,Epsilon Greedy
2,4.614646015547795,Epsilon Greedy
3,4.694003559860409,Epsilon Greedy
0,4.03876189504842,Epsilon Greedy
1,4.30935917082983,Epsilon Greedy
2,4.569121698904429,Epsilon Greedy
3,4.3669665689087696,Epsilon Greedy
0,4.632736083852679,Epsilon Greedy
1,4.385756470066102,Epsilon Greedy
2,4.390040092574948,Epsilon Greedy
3,4.299095045190152,Epsilon Greedy
0,4.438234666012599,Epsilon Greedy
1,4.592714753937546,Epsilon Greedy
2,4.447266452757782,Epsilon Greedy
3,4.678536127559795,Epsilon Greedy
0,4.414493184993666,Epsilon Greedy
1,4.919732880383376,Epsilon Greedy
2,4.998945567291605,Epsilon Greedy
3,4.050219009799038,Epsilon Greedy
0,4.161013632200502,Epsilon Greedy
1,4.801188918777896,Epsilon Greedy
2,4.732895796339583,Epsilon Greedy
3,4.515434764442577,Epsilon Greedy
0,4.35157592032771,Epsilon Greedy
1,4.430737088896166,Epsilon Greedy
2,4.349647812342435,Epsilon Greedy
3,4.180208244861717,Epsilon Greedy
0,4.135382095772561,Epsilon Greedy
1,4.830017620123654,Epsilon Greedy
2,4.353246820797472,Epsilon Greedy
3,4.445094369907845,Epsilon Greedy
0,4.551131878710508,Epsilon Greedy
1,4.00583859767647,Epsilon Greedy
2,4.949214942227708,Epsilon Greedy
3,4.279147249497727,Epsilon Greedy
0,4.9920532849494235,Epsilon Greedy
1,4.899600621256244,Epsilon Greedy
2,4.945559505095218,Epsilon Greedy
3,4.528928412473072,Epsilon Greedy
0,4.16069012058727,Epsilon Greedy
1,4.367117796934095,Epsilon Greedy
2,4.167230767363608,Epsilon Greedy
3,4.302464598990453,Epsilon Greedy
0,4.532074147153729,Epsilon Greedy
1,4.155950049804203,Epsilon Greedy
2,4.71165165301985,Epsilon Greedy
3,4.0444646055381925,Epsilon Greedy
0,4.429489964319059,Epsilon Greedy
1,4.7830176399034166,Epsilon Greedy
2,4.716620056055827,Epsilon Greedy
3,4.7015643371092075,Epsilon Greedy
0,4.382744948072274,Epsilon Greedy
1,4.042280085969727,Epsilon Greedy
2,4.502665045360819,Epsilon Greedy
3,4.36040101367211,Epsilon Greedy
0,4.886733088863695,Epsilon Greedy
1,4.291486682675856,Epsilon Greedy
2,4.358970433076426,Epsilon Greedy
3,4.86093842821821,Epsilon Greedy
0,4.84171808714631,Epsilon Greedy
1,4.150525074021288,Epsilon Greedy
2,4.865824531676174,Epsilon Greedy
3,4.450591750522583,Epsilon Greedy
0,4.565953127353109,Epsilon Greedy
1,4.201901783897106,Epsilon Greedy
2,4.8965753953449696,Epsilon Greedy
3,4.459081748872453,Epsilon Greedy
0,4.800358878799546,Epsilon Greedy
1,4.155434694004635,Epsilon Greedy
2,4.091119066233049,Epsilon Greedy
3,4.992700043910357,Epsilon Greedy
0,4.455250776013732,Epsilon Greedy
1,4.8913370839865395,Epsilon Greedy
2,4.632473210588535,Epsilon Greedy
3,4.781505554399103,Epsilon Greedy
0,4.2527243280208635,Epsilon Greedy
1,4.145183757227643,Epsilon Greedy
2,4.468173750682479,Epsilon Greedy
3,4.245699496369797,Epsilon Greedy
0,4.165124260307865,Epsilon Greedy
1,4.8779996724487376,Epsilon Greedy
2,4.468882878052533,Epsilon Greedy
3,4.24956387124743,Epsilon Greedy
0,4.532658586469925,Epsilon Greedy
1,4.907873050199089,Epsilon Greedy
2,4.9910562415458175,Epsilon Greedy
3,4.911453864335038,Epsilon Greedy
0,4.350641917903486,Epsilon Greedy
1,4.405320807325776,Epsilon Greedy
2,4.278475731073789,Epsilon Greedy
3,4.244694185594429,Epsilon Greedy
0,4.36891023537061,Epsilon Greedy
1,4.70680727500293,Epsilon Greedy
2,4.061557960421884,Epsilon Greedy
3,4.67116034494111,Epsilon Greedy
0,4.852496976726325,Epsilon Greedy
1,4.91872450661436,Epsilon Greedy
2,4.197385781009552,Epsilon Greedy
3,4.95533155051014,Epsilon Greedy
0,4.18024548959643,Epsilon Greedy
1,4.796318093151385,Epsilon Greedy
2,4.305583522097414,Epsilon Greedy
3,4.214598536484472,Epsilon Greedy
0,4.116926051101558,Epsilon Greedy
1,4.325339756215254,Epsilon Greedy
2,4.291455878514204,Epsilon Greedy
3,4.599354390693233,Epsilon Greedy
0,4.554041603307612,Epsilon Greedy
1,4.577687064555645,Epsilon Greedy
2,4.418100868923288,Epsilon Greedy
3,4.9774863691798865,Epsilon Greedy
0,4.48747119747604,Epsilon Greedy
1,4.0760179155542025,Epsilon Greedy
2,4.957138285235837,Epsilon Greedy
3,4.286288637003835,Epsilon Greedy
0,4.625493858812565,Epsilon Greedy
1,4.125594555998586,Epsilon Greedy
2,4.321229829392035,Epsilon Greedy
3,4.031767967912329,Epsilon Greedy
0,4.377429156443795,Epsilon Greedy
1,4.576621684611897,Epsilon Greedy
2,4.319214468908989,Epsilon Greedy
3,4.662073513266885,Epsilon Greedy
0,4.473573030602903,Epsilon Greedy
1,4.443264293177323,Epsilon Greedy
2,4.553745134904521,Epsilon Greedy
3,4.5533057942981365,Epsilon Greedy
0,4.772089176258177,Epsilon Greedy
1,4.1597188135131935,Epsilon Greedy
2,4.8855635404458955,Epsilon Greedy
3,4.073548324016791,Epsilon Greedy
0,4.840496437184461,Epsilon Greedy
1,4.257355152322706,Epsilon Greedy
2,4.020716032643576,Epsilon Greedy
3,4.730791489417548,Epsilon Greedy
0,4.700347986724071,Epsilon Greedy
